vin,customer_name,customer_contact,service_date,odometer_reading,complaint,diagnosis,recommended,service_performed,parts_used,labor_hours_billed,technician,invoice_total,make,model,year,created_at,shop_id
SYNTHVIN000929,James Johnson,-5398,12/30/2023 0:00,26529,oil leaking in driveway,likely spark plugs,Alternator replacement,Customer declined service,,3.08,Tina Brown,821.48,Honda,Civic,2005,8/4/2025 1:34,dev_shop_001
SYNTHVIN000929,James Johnson,-5398,1/6/2025 0:00,38928,oil leaking in driveway,worn alternator bearings,Alternator replacement,Deferred,O2-SENSOR-BOSCH,4.29,nan,193.33,Hyundai,Elantra,2009,8/4/2025 1:34,dev_shop_001
SYNTHVIN000929,James Johnson,-5398,9/29/2023 0:00,51327,customer states loud knocking sound,parasitic draw,Alternator replacement,Customer declined service,,5.29,Laura Smith,100.76,Ford,Mustang,2018,8/4/2025 1:34,dev_shop_001
SYNTHVIN000930,James Johnson,-5398,6/19/2025 0:00,1731,customer states loud knocking sound,bad starter relay,Alternator replacement,Tire balancing,Brake pads - Wagner,6.67,nan,871.3,Dodge,Ram 1500,2011,8/4/2025 1:34,dev_shop_001
SYNTHVIN000930,James Johnson,-5398,7/10/2025 0:00,14130,trans slipping after warm up,bad starter relay,Alternator replacement,Brake pad replacement,Brake pads - Wagner,1.37,John Doe,496.12,Ford,Escape,2020,8/4/2025 1:34,dev_shop_001
SYNTHVIN000930,James Johnson,-5398,7/9/2022 0:00,26529,AC not cold enough,O2 sensor fault,Alternator replacement,Warranty repair - no charge,Battery NAPA-65,6.22,Tina Brown,1194.54,Ford,Escape,2009,8/4/2025 1:34,dev_shop_001
SYNTHVIN000931,Laura Johnson,-3832,11/24/2024 0:00,1731,customer states loud knocking sound,bad starter relay,Oil pan gasket replacement,Electrical diagnostic,Brake pads - Wagner,2.06,Carlos Garcia,275.8,Toyota,Camry,2018,8/4/2025 1:34,dev_shop_001
SYNTHVIN000931,Laura Johnson,-3832,1/27/2024 0:00,14130,customer states loud knocking sound,worn alternator bearings,Oil pan gasket replacement,Electrical diagnostic,Oil filter - FRAM PH2,5.89,Mike D.,873.75,VW,Jetta,2016,8/4/2025 1:34,dev_shop_001
SYNTHVIN000931,Laura Johnson,-3832,6/9/2025 0:00,26529,oil leaking in driveway,low refrigerant,Oil pan gasket replacement,Head gasket replacement,,3.14,Mike D.,130.95,Ford,Escape,2019,8/4/2025 1:34,dev_shop_001
SYNTHVIN000931,Laura Johnson,-3832,1/8/2023 0:00,38928,steering wheel shakes bad,likely spark plugs,Oil pan gasket replacement,Customer declined service,Oil filter - FRAM PH2,6.47,John Doe,876.78,VW,Jetta,2016,8/4/2025 1:34,dev_shop_001
SYNTHVIN000932,Jane Brown,-3954,10/4/2024 0:00,1731,engine light randomly comes on,suspected alternator issue,Gasket replacement,Deferred,Transmission fluid,5.76,Mike D.,230.49,Honda,Civic,2007,8/4/2025 1:34,dev_shop_001
SYNTHVIN000932,Jane Brown,-3954,6/25/2024 0:00,14130,oil leaking in driveway,suspected transmission issue,Gasket replacement,Tire balancing,O2-SENSOR-BOSCH,2.84,Mike D.,337.82,Hyundai,Elantra,2015,8/4/2025 1:34,dev_shop_001
SYNTHVIN000932,Jane Brown,-3954,4/23/2023 0:00,26529,oil leaking in driveway,suspected transmission issue,Gasket replacement,Spark plug replacement,Transmission fluid,2.94,nan,859.13,Toyota,Camry,2015,8/4/2025 1:34,dev_shop_001
SYNTHVIN000933,James Hodges,-8549,6/17/2022 0:00,1731,check brakes - squeak,suspected transmission issue,Brake pad replacement,Spark plug replacement,Oil filter - FRAM PH2,0.88,nan,955.17,Chevrolet,Silverado,2013,8/4/2025 1:34,dev_shop_001
SYNTHVIN000933,James Hodges,-8549,2/26/2022 0:00,14130,strange grinding noise,low refrigerant,Brake pad replacement,Transmission fluid flush,Oil filter - FRAM PH2,2.85,nan,884.39,Chevrolet,Silverado,2007,8/4/2025 1:34,dev_shop_001
SYNTHVIN000933,James Hodges,-8549,11/29/2023 0:00,26529,trans slipping after warm up,suspected transmission issue,Brake pad replacement,Brake pad replacement,,3.65,John Doe,751.26,Dodge,Ram 1500,2024,8/4/2025 1:34,dev_shop_001
SYNTHVIN000933,James Hodges,-8549,9/29/2023 0:00,38928,strange grinding noise,low refrigerant,Brake pad replacement,Tire balancing,SP-134A,5.57,Tina Brown,104.25,Jeep,Grand Cherokee,2005,8/4/2025 1:34,dev_shop_001
SYNTHVIN000934,Robert Doe,-5757,4/12/2022 0:00,1731,trans slipping after warm up,no fault found,Rotor machining or replacement,Head gasket replacement,,3.47,Mike D.,464.32,Nissan,Altima,2008,8/4/2025 1:34,dev_shop_001
SYNTHVIN000934,Robert Doe,-5757,11/6/2024 0:00,14130,oil leaking in driveway,parasitic draw,Rotor machining or replacement,Head gasket replacement,SP-134A,2.26,Laura Smith,827.57,Chevrolet,Silverado,2016,8/4/2025 1:34,dev_shop_001
SYNTHVIN000934,Robert Doe,-5757,6/1/2023 0:00,26529,oil leaking in driveway,unable to replicate,Rotor machining or replacement,Customer declined service,,0.55,Tina Brown,370.07,Honda,Civic,2010,8/4/2025 1:34,dev_shop_001
SYNTHVIN000935,Carlos Smith,-9200,1/23/2022 0:00,1731,oil leaking in driveway,parasitic draw,Electrical diagnostic and repair,Customer declined service,SP-134A,3.06,John Doe,529.52,VW,Jetta,2017,8/4/2025 1:34,dev_shop_001
SYNTHVIN000935,Carlos Smith,-9200,6/10/2022 0:00,14130,oil leaking in driveway,unable to replicate,Electrical diagnostic and repair,Deferred,Battery NAPA-65,5.23,Carlos Garcia,690.01,Dodge,Ram 1500,2014,8/4/2025 1:34,dev_shop_001
SYNTHVIN000935,Carlos Smith,-9200,1/3/2023 0:00,26529,battery keeps dying,parasitic draw,Electrical diagnostic and repair,Head gasket replacement,Oil filter - FRAM PH2,1.43,Tina Brown,260.3,Chevrolet,Silverado,2014,8/4/2025 1:34,dev_shop_001
SYNTHVIN000935,Carlos Smith,-9200,3/30/2023 0:00,38928,trans slipping after warm up,O2 sensor fault,Electrical diagnostic and repair,Brake pad replacement,,0.99,Unassigned,58.7,Hyundai,Elantra,2007,8/4/2025 1:34,dev_shop_001
SYNTHVIN000936,Robert Doe,-5757,1/21/2024 0:00,1731,car won't start after sitting overnight,unable to replicate,Throttle body cleaning,Electrical diagnostic,O2-SENSOR-BOSCH,4.95,Tina Brown,756.98,Nissan,Altima,2012,8/4/2025 1:34,dev_shop_001
SYNTHVIN000936,Robert Doe,-5757,8/18/2021 0:00,14130,engine light randomly comes on,unable to replicate,Throttle body cleaning,Brake pad replacement,Transmission fluid,2.78,Tina Brown,76.28,Toyota,Camry,2007,8/4/2025 1:34,dev_shop_001
SYNTHVIN000936,Robert Doe,-5757,1/21/2024 0:00,26529,AC not cold enough,unable to replicate,Throttle body cleaning,Electrical diagnostic,Transmission fluid,2.79,nan,873.43,VW,Jetta,2005,8/4/2025 1:34,dev_shop_001
SYNTHVIN000937,Carlos Smith,-9200,6/5/2022 0:00,1731,oil leaking in driveway,O2 sensor fault,Sensor replacement,Transmission fluid flush,Battery NAPA-65,5.83,Mike D.,174.29,Jeep,Grand Cherokee,2015,8/4/2025 1:34,dev_shop_001
SYNTHVIN000937,Carlos Smith,-9200,8/29/2023 0:00,14130,check brakes - squeak,unable to replicate,Sensor replacement,Spark plug replacement,SP-134A,2.7,Tina Brown,566.04,Hyundai,Elantra,2018,8/4/2025 1:34,dev_shop_001
SYNTHVIN000938,Robert Doe,-5757,8/21/2023 0:00,1731,steering wheel shakes bad,suspected alternator issue,Throttle body cleaning,Electrical diagnostic,O2-SENSOR-BOSCH,3.35,Mike D.,376.68,Toyota,Camry,2006,8/4/2025 1:34,dev_shop_001
SYNTHVIN000938,Robert Doe,-5757,10/13/2023 0:00,14130,customer states loud knocking sound,bad starter relay,Throttle body cleaning,Head gasket replacement,Battery NAPA-65,4.19,Carlos Garcia,810.71,Dodge,Ram 1500,2016,8/4/2025 1:34,dev_shop_001
SYNTHVIN000938,Robert Doe,-5757,9/6/2021 0:00,26529,strange grinding noise,no fault found,Throttle body cleaning,Brake pad replacement,Transmission fluid,1.08,Tina Brown,430.36,VW,Jetta,2011,8/4/2025 1:34,dev_shop_001
SYNTHVIN000938,Robert Doe,-5757,7/17/2022 0:00,38928,oil leaking in driveway,likely spark plugs,Throttle body cleaning,Electrical diagnostic,Oil filter - FRAM PH2,6.12,Unassigned,531.68,Dodge,Ram 1500,2020,8/4/2025 1:34,dev_shop_001
SYNTHVIN000938,Robert Doe,-5757,1/29/2025 0:00,51327,oil leaking in driveway,parasitic draw,Throttle body cleaning,Head gasket replacement,,2.7,Unassigned,807.93,Ford,Mustang,2017,8/4/2025 1:34,dev_shop_001
SYNTHVIN000939,Jane Smith,-5866,11/22/2021 0:00,1731,trans slipping after warm up,low refrigerant,Brake pad replacement,Electrical diagnostic,Battery NAPA-65,5.93,Carlos Garcia,351.54,Hyundai,Elantra,2005,8/4/2025 1:34,dev_shop_001
SYNTHVIN000939,Jane Smith,-5866,10/6/2024 0:00,14130,check brakes - squeak,low refrigerant,Brake pad replacement,Head gasket replacement,Transmission fluid,1.9,Carlos Garcia,302.47,VW,Jetta,2022,8/4/2025 1:34,dev_shop_001
SYNTHVIN000939,Jane Smith,-5866,7/12/2025 0:00,26529,steering wheel shakes bad,suspected transmission issue,Brake pad replacement,Customer declined service,Oil filter - FRAM PH2,3.83,Mike D.,441.14,Ford,Escape,2015,8/4/2025 1:34,dev_shop_001
SYNTHVIN000939,Jane Smith,-5866,12/4/2023 0:00,38928,trans slipping after warm up,likely spark plugs,Brake pad replacement,Electrical diagnostic,O2-SENSOR-BOSCH,4.25,Laura Smith,979.87,VW,Jetta,2010,8/4/2025 1:34,dev_shop_001
SYNTHVIN000939,Jane Smith,-5866,7/3/2024 0:00,51327,oil leaking in driveway,likely spark plugs,Brake pad replacement,Electrical diagnostic,SP-134A,1.52,Laura Smith,124.22,VW,Jetta,2009,8/4/2025 1:34,dev_shop_001
SYNTHVIN000940,Jane Davis,-5252,2/28/2022 0:00,1731,battery keeps dying,suspected transmission issue,Cap inspection or replacement,Brake pad replacement,SP-134A,4.51,Laura Smith,1150.78,Ford,Mustang,2012,8/4/2025 1:34,dev_shop_001
SYNTHVIN000940,Jane Davis,-5252,12/22/2023 0:00,14130,trans slipping after warm up,bad starter relay,Cap inspection or replacement,Head gasket replacement,Brake pads - Wagner,1.06,Laura Smith,860.06,Dodge,Ram 1500,2009,8/4/2025 1:34,dev_shop_001
SYNTHVIN000941,Laura Johnson,-3832,8/27/2024 0:00,1731,steering wheel shakes bad,likely spark plugs,Tire balancing,Transmission fluid flush,Oil filter - FRAM PH2,6.71,John Doe,349.76,Toyota,Camry,2011,8/4/2025 1:34,dev_shop_001
SYNTHVIN000941,Laura Johnson,-3832,3/7/2023 0:00,14130,engine light randomly comes on,suspected transmission issue,Tire balancing,Transmission fluid flush,Battery NAPA-65,1.52,John Doe,115.56,Honda,Civic,2024,8/4/2025 1:34,dev_shop_001
SYNTHVIN000941,Laura Johnson,-3832,10/19/2021 0:00,26529,oil leaking in driveway,low refrigerant,Tire balancing,Customer declined service,Transmission fluid,6.35,Mike D.,838.04,Honda,Civic,2007,8/4/2025 1:34,dev_shop_001
SYNTHVIN000941,Laura Johnson,-3832,12/21/2021 0:00,38928,customer states loud knocking sound,unable to replicate,Tire balancing,Brake pad replacement,Alternator Duralast,3.8,Unassigned,664.8,VW,Jetta,2015,8/4/2025 1:34,dev_shop_001
SYNTHVIN000942,James Hodges,-8549,6/1/2023 0:00,1731,check brakes - squeak,no fault found,Head gasket replacement,Transmission fluid flush,Brake pads - Wagner,5.07,Tina Brown,1028.94,Ford,Mustang,2020,8/4/2025 1:34,dev_shop_001
SYNTHVIN000942,James Hodges,-8549,5/9/2024 0:00,14130,steering wheel shakes bad,bad starter relay,Head gasket replacement,Transmission fluid flush,Alternator Duralast,4.18,Mike D.,835.98,Ford,Mustang,2014,8/4/2025 1:34,dev_shop_001
SYNTHVIN000942,James Hodges,-8549,4/5/2023 0:00,26529,steering wheel shakes bad,suspected alternator issue,Head gasket replacement,Spark plug replacement,,3.74,Mike D.,1021.94,Jeep,Grand Cherokee,2006,8/4/2025 1:34,dev_shop_001
SYNTHVIN000942,James Hodges,-8549,11/13/2024 0:00,38928,car won't start after sitting overnight,no fault found,Head gasket replacement,Head gasket replacement,,0.99,Laura Smith,885.29,Toyota,Camry,2010,8/4/2025 1:34,dev_shop_001
SYNTHVIN000943,Robert Doe,-5757,11/16/2024 0:00,1731,engine light randomly comes on,parasitic draw,Throttle body cleaning,Warranty repair - no charge,,5.35,Tina Brown,607.21,VW,Jetta,2023,8/4/2025 1:34,dev_shop_001
SYNTHVIN000943,Robert Doe,-5757,11/2/2024 0:00,14130,check brakes - squeak,low refrigerant,Throttle body cleaning,Head gasket replacement,,4.72,Unassigned,816.75,Hyundai,Elantra,2013,8/4/2025 1:34,dev_shop_001
SYNTHVIN000943,Robert Doe,-5757,9/28/2021 0:00,26529,steering wheel shakes bad,no fault found,Throttle body cleaning,Transmission fluid flush,,3.16,Mike D.,436.21,Nissan,Altima,2015,8/4/2025 1:34,dev_shop_001
SYNTHVIN000943,Robert Doe,-5757,4/27/2022 0:00,38928,steering wheel shakes bad,worn alternator bearings,Throttle body cleaning,Deferred,Alternator Duralast,0.83,Mike D.,22.87,Ford,Escape,2024,8/4/2025 1:34,dev_shop_001
SYNTHVIN000944,Jane Smith,-5866,6/28/2025 0:00,1731,battery keeps dying,no fault found,Brake pad replacement,Brake pad replacement,Oil filter - FRAM PH2,2.44,Unassigned,1161.1,Chevrolet,Silverado,2011,8/4/2025 1:34,dev_shop_001
SYNTHVIN000944,Jane Smith,-5866,8/28/2023 0:00,14130,trans slipping after warm up,parasitic draw,Brake pad replacement,Brake pad replacement,O2-SENSOR-BOSCH,5.15,Tina Brown,16.76,VW,Jetta,2023,8/4/2025 1:34,dev_shop_001
SYNTHVIN000944,Jane Smith,-5866,9/29/2023 0:00,26529,oil leaking in driveway,suspected alternator issue,Brake pad replacement,Transmission fluid flush,Transmission fluid,4.47,Mike D.,1143.05,VW,Jetta,2016,8/4/2025 1:34,dev_shop_001
SYNTHVIN000944,Jane Smith,-5866,12/3/2022 0:00,38928,AC not cold enough,likely spark plugs,Brake pad replacement,Warranty repair - no charge,Brake pads - Wagner,2.58,John Doe,666.7,Dodge,Ram 1500,2024,8/4/2025 1:34,dev_shop_001
SYNTHVIN000945,James Hodges,-8549,6/27/2024 0:00,1731,engine light randomly comes on,likely spark plugs,Oil pan replacement,Electrical diagnostic,SP-134A,5.64,John Doe,985.31,Dodge,Ram 1500,2015,8/4/2025 1:34,dev_shop_001
SYNTHVIN000945,James Hodges,-8549,8/10/2022 0:00,14130,trans slipping after warm up,bad starter relay,Oil pan replacement,Brake pad replacement,SP-134A,3.9,Laura Smith,131.09,Ford,Mustang,2023,8/4/2025 1:34,dev_shop_001
SYNTHVIN000946,John Martinez,-9910,7/4/2025 0:00,1731,strange grinding noise,unable to replicate,AC system recharge,Tire balancing,SP-134A,2.92,Mike D.,1053.68,Dodge,Ram 1500,2011,8/4/2025 1:34,dev_shop_001
SYNTHVIN000946,John Martinez,-9910,10/30/2022 0:00,14130,customer states loud knocking sound,no fault found,AC system recharge,Deferred,Brake pads - Wagner,4.56,Mike D.,923.6,Dodge,Ram 1500,2010,8/4/2025 1:34,dev_shop_001
SYNTHVIN000946,John Martinez,-9910,2/26/2023 0:00,26529,battery keeps dying,low refrigerant,AC system recharge,Customer declined service,Brake pads - Wagner,5.5,Laura Smith,788.14,Hyundai,Elantra,2009,8/4/2025 1:34,dev_shop_001
SYNTHVIN000947,Robert Doe,-5757,6/23/2023 0:00,1731,customer states loud knocking sound,parasitic draw,Rotor machining or replacement,Brake pad replacement,SP-134A,3.53,Tina Brown,233.55,Ford,Escape,2018,8/4/2025 1:34,dev_shop_001
SYNTHVIN000947,Robert Doe,-5757,7/25/2023 0:00,14130,customer states loud knocking sound,parasitic draw,Rotor machining or replacement,Head gasket replacement,,2.7,Tina Brown,815.05,VW,Jetta,2023,8/4/2025 1:34,dev_shop_001
SYNTHVIN000947,Robert Doe,-5757,6/24/2025 0:00,26529,battery keeps dying,bad starter relay,Rotor machining or replacement,Spark plug replacement,,6.24,Laura Smith,427.68,Jeep,Grand Cherokee,2024,8/4/2025 1:34,dev_shop_001
SYNTHVIN000948,Jane Smith,-5866,2/15/2024 0:00,1731,engine light randomly comes on,likely spark plugs,Brake pad replacement,Transmission fluid flush,Oil filter - FRAM PH2,4.55,Unassigned,40.55,VW,Jetta,2023,8/4/2025 1:34,dev_shop_001
SYNTHVIN000948,Jane Smith,-5866,11/26/2023 0:00,14130,battery keeps dying,suspected transmission issue,Brake pad replacement,Head gasket replacement,SP-134A,3.88,Mike D.,1069.83,VW,Jetta,2006,8/4/2025 1:34,dev_shop_001
SYNTHVIN000949,James Hodges,-8549,11/21/2021 0:00,1731,AC not cold enough,likely spark plugs,Brake pad replacement,Spark plug replacement,,0.44,Unassigned,162.56,Ford,Mustang,2008,8/4/2025 1:34,dev_shop_001
SYNTHVIN000949,James Hodges,-8549,7/21/2024 0:00,14130,strange grinding noise,low refrigerant,Brake pad replacement,Warranty repair - no charge,,5.85,Tina Brown,719.97,Jeep,Grand Cherokee,2012,8/4/2025 1:34,dev_shop_001
SYNTHVIN000949,James Hodges,-8549,11/19/2023 0:00,26529,strange grinding noise,unable to replicate,Brake pad replacement,Electrical diagnostic,Brake pads - Wagner,3,John Doe,211.98,Toyota,Camry,2007,8/4/2025 1:34,dev_shop_001
SYNTHVIN000949,James Hodges,-8549,2/12/2023 0:00,38928,oil leaking in driveway,low refrigerant,Brake pad replacement,Tire balancing,O2-SENSOR-BOSCH,5.84,Carlos Garcia,485.86,Honda,Civic,2009,8/4/2025 1:34,dev_shop_001
SYNTHVIN000950,Laura Smith,-4457,5/4/2025 0:00,1731,customer states loud knocking sound,likely spark plugs,Alternator replacement,Electrical diagnostic,Transmission fluid,0.29,Laura Smith,361.09,Honda,Civic,2017,8/4/2025 1:34,dev_shop_001
SYNTHVIN000950,Laura Smith,-4457,10/17/2022 0:00,14130,battery keeps dying,worn alternator bearings,Alternator replacement,Customer declined service,O2-SENSOR-BOSCH,5.12,Mike D.,1062.12,Chevrolet,Silverado,2024,8/4/2025 1:34,dev_shop_001
SYNTHVIN000950,Laura Smith,-4457,2/26/2022 0:00,26529,customer states loud knocking sound,O2 sensor fault,Alternator replacement,Spark plug replacement,,1.69,Mike D.,93.3,Honda,Civic,2015,8/4/2025 1:34,dev_shop_001
SYNTHVIN000951,Jane Davis,-5252,10/20/2022 0:00,1731,check brakes - squeak,O2 sensor fault,Sensor replacement,Transmission fluid flush,Brake pads - Wagner,3.96,Unassigned,1194.5,Ford,Escape,2005,8/4/2025 1:34,dev_shop_001
SYNTHVIN000951,Jane Davis,-5252,3/2/2024 0:00,14130,trans slipping after warm up,suspected transmission issue,Sensor replacement,Warranty repair - no charge,O2-SENSOR-BOSCH,1.72,John Doe,909.62,Ford,Escape,2023,8/4/2025 1:34,dev_shop_001
SYNTHVIN000951,Jane Davis,-5252,12/17/2021 0:00,26529,steering wheel shakes bad,likely spark plugs,Sensor replacement,Electrical diagnostic,Brake pads - Wagner,0.49,Unassigned,93.06,VW,Jetta,2020,8/4/2025 1:34,dev_shop_001
SYNTHVIN000951,Jane Davis,-5252,12/19/2023 0:00,38928,strange grinding noise,unable to replicate,Sensor replacement,Electrical diagnostic,Alternator Duralast,0.66,Carlos Garcia,146.62,Toyota,Camry,2023,8/4/2025 1:34,dev_shop_001
SYNTHVIN000952,Jane Brown,-3954,4/21/2025 0:00,1731,check brakes - squeak,worn alternator bearings,Tire balancing,Tire balancing,SP-134A,6.56,Carlos Garcia,792.08,VW,Jetta,2013,8/4/2025 1:34,dev_shop_001
SYNTHVIN000952,Jane Brown,-3954,3/26/2023 0:00,14130,engine light randomly comes on,likely spark plugs,Tire balancing,Electrical diagnostic,,4.8,John Doe,107.92,Honda,Civic,2011,8/4/2025 1:34,dev_shop_001
SYNTHVIN000952,Jane Brown,-3954,12/13/2023 0:00,26529,strange grinding noise,O2 sensor fault,Tire balancing,Warranty repair - no charge,,3.02,Tina Brown,584.72,Hyundai,Elantra,2024,8/4/2025 1:34,dev_shop_001
SYNTHVIN000952,Jane Brown,-3954,12/21/2023 0:00,38928,battery keeps dying,suspected transmission issue,Tire balancing,Tire balancing,,4.44,Unassigned,874.65,Dodge,Ram 1500,2013,8/4/2025 1:34,dev_shop_001
SYNTHVIN000953,Carlos Smith,-9200,8/13/2022 0:00,1731,engine light randomly comes on,parasitic draw,Oil pan replacement,Customer declined service,SP-134A,4.95,John Doe,391.28,Ford,Mustang,2009,8/4/2025 1:34,dev_shop_001
SYNTHVIN000953,Carlos Smith,-9200,12/27/2021 0:00,14130,AC not cold enough,worn alternator bearings,Oil pan replacement,Electrical diagnostic,Alternator Duralast,5.74,Laura Smith,975.5,Jeep,Grand Cherokee,2012,8/4/2025 1:34,dev_shop_001
SYNTHVIN000953,Carlos Smith,-9200,11/6/2024 0:00,26529,battery keeps dying,worn alternator bearings,Oil pan replacement,Head gasket replacement,SP-134A,5.5,Tina Brown,604.05,Nissan,Altima,2011,8/4/2025 1:34,dev_shop_001
SYNTHVIN000954,John Martinez,-10834,1/1/2024 0:00,1731,battery keeps dying,likely spark plugs,Brake pad replacement,Head gasket replacement,Transmission fluid,1.08,nan,118.61,Chevrolet,Silverado,2013,8/4/2025 1:34,dev_shop_001
SYNTHVIN000954,John Martinez,-10834,3/14/2023 0:00,14130,strange grinding noise,likely spark plugs,Brake pad replacement,Warranty repair - no charge,Brake pads - Wagner,3.82,Mike D.,309.05,Honda,Civic,2017,8/4/2025 1:34,dev_shop_001
SYNTHVIN000954,John Martinez,-10834,1/29/2025 0:00,26529,engine light randomly comes on,unable to replicate,Brake pad replacement,Customer declined service,Transmission fluid,1.19,John Doe,396.98,Ford,Mustang,2018,8/4/2025 1:34,dev_shop_001
SYNTHVIN000954,John Martinez,-10834,9/30/2021 0:00,38928,battery keeps dying,bad starter relay,Brake pad replacement,Electrical diagnostic,Oil filter - FRAM PH2,1.56,Laura Smith,987.21,Ford,Mustang,2006,8/4/2025 1:34,dev_shop_001
